ten,category,hang,gia,thong_so,link_hinh_anh,ten_ram,loai_ram,dung_luong,gia_vnd,ten_cpu,ten_mainboard,ten_vga,ten_ssd,ten_hdd,ten_case,ten_psu
"Thùng máy Mik Focalors | Đen, không kèm fan",Case,Unknown,949000,"Thùng máy Mik Focalors | Đen, không kèm fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,949000,,,,,,"Thùng máy Mik Focalors | Đen, không kèm fan",
Thùng máy MIK G3 Prism Glass M (M-ATX),Case,Unknown,599000,Thùng máy MIK G3 Prism Glass M (M-ATX),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,599000,,,,,,Thùng máy MIK G3 Prism Glass M (M-ATX),
Thùng máy MIK G7 Led Strip (M-ATX),Case,Unknown,839000,Thùng máy MIK G7 Led Strip (M-ATX),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,839000,,,,,,Thùng máy MIK G7 Led Strip (M-ATX),
Thùng máy MIK G8 Nova X (F-ATX) Trần Kính (Không kèm Fan),Case,Unknown,1279000,Thùng máy MIK G8 Nova X (F-ATX) Trần Kính (Không kèm Fan),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1279000,,,,,,Thùng máy MIK G8 Nova X (F-ATX) Trần Kính (Không kèm Fan),
Thùng máy MIK G8 Nova X (M-ATX) Trần Kính (Không kèm Fan),Case,Unknown,1049000,Thùng máy MIK G8 Nova X (M-ATX) Trần Kính (Không kèm Fan),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1049000,,,,,,Thùng máy MIK G8 Nova X (M-ATX) Trần Kính (Không kèm Fan),
"Thùng máy MIK Lumine 4FA - Trắng, kèm 4 fan ARGB",Case,Unknown,1399000,"Thùng máy MIK Lumine 4FA - Trắng, kèm 4 fan ARGB",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1399000,,,,,,"Thùng máy MIK Lumine 4FA - Trắng, kèm 4 fan ARGB",
Thùng máy MIK LV12 MINI ELITE - BLACK,Case,Unknown,999000,Thùng máy MIK LV12 MINI ELITE - BLACK,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,999000,,,,,,Thùng máy MIK LV12 MINI ELITE - BLACK,
Thùng máy MIK LV12 MINI ELITE - White,Case,Unknown,999000,Thùng máy MIK LV12 MINI ELITE - White,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,999000,,,,,,Thùng máy MIK LV12 MINI ELITE - White,
Thùng máy MIK Morax 3FA - Đen,Case,Unknown,729000,Thùng máy MIK Morax 3FA - Đen,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,729000,,,,,,Thùng máy MIK Morax 3FA - Đen,
"Thùng máy MIK Storm 360 - White | Trắng, không kèm fan",Case,Unknown,899000,"Thùng máy MIK Storm 360 - White | Trắng, không kèm fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,899000,,,,,,"Thùng máy MIK Storm 360 - White | Trắng, không kèm fan",
Thùng máy Mirage2000 Forgame (Mirage2000),Case,Unknown,600000,Thùng máy Mirage2000 Forgame (Mirage2000),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,600000,,,,,,Thùng máy Mirage2000 Forgame (Mirage2000),
"Thùng máy Montech Heritage Pro (Mini PC) | Đen, kèm sẵn 4 fan",Case,Unknown,2191000,"Thùng máy Montech Heritage Pro (Mini PC) | Đen, kèm sẵn 4 fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2191000,,,,,,"Thùng máy Montech Heritage Pro (Mini PC) | Đen, kèm sẵn 4 fan",
"Thùng máy Montech Heritage Pro (Mini PC) | Trắng, kèm sẵn 4 fan",Case,Unknown,2399000,"Thùng máy Montech Heritage Pro (Mini PC) | Trắng, kèm sẵn 4 fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2399000,,,,,,"Thùng máy Montech Heritage Pro (Mini PC) | Trắng, kèm sẵn 4 fan",
Thùng máy Montech King 95 Ultra LTD Editon - Black | Sẵn 6 fan ARGB,Case,Unknown,5549000,Thùng máy Montech King 95 Ultra LTD Editon - Black | Sẵn 6 fan ARGB,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5549000,,,,,,Thùng máy Montech King 95 Ultra LTD Editon - Black | Sẵn 6 fan ARGB,
Thùng máy Montech Sky Two GX - Black | Kèm sẵn 3 fan 14cm,Case,Unknown,1999000,Thùng máy Montech Sky Two GX - Black | Kèm sẵn 3 fan 14cm,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1999000,,,,,,Thùng máy Montech Sky Two GX - Black | Kèm sẵn 3 fan 14cm,
Thùng máy Montech Sky Two GX - White | Kèm sẵn 3 fan 14cm,Case,Unknown,2099000,Thùng máy Montech Sky Two GX - White | Kèm sẵn 3 fan 14cm,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2099000,,,,,,Thùng máy Montech Sky Two GX - White | Kèm sẵn 3 fan 14cm,
"Thùng máy Montech Sky Two | Mid Tower, Kèm sẵn 4 fan RGB",Case,Unknown,1890000,"Thùng máy Montech Sky Two | Mid Tower, Kèm sẵn 4 fan RGB",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,18900002090000,,,,,,"Thùng máy Montech Sky Two | Mid Tower, Kèm sẵn 4 fan RGB",
Thùng máy Montech X2 White (Trắng) (Tặng 3 Fan Rainbow),Case,Unknown,750000,Thùng máy Montech X2 White (Trắng) (Tặng 3 Fan Rainbow),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,750000,,,,,,Thùng máy Montech X2 White (Trắng) (Tặng 3 Fan Rainbow),
Thùng máy Montech X3 Glass - Đen | Gắn sẵn 6 fan RGB,Case,Unknown,1030000,Thùng máy Montech X3 Glass - Đen | Gắn sẵn 6 fan RGB,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1030000,,,,,,Thùng máy Montech X3 Glass - Đen | Gắn sẵn 6 fan RGB,
Thùng máy Montech X3 Mesh Trắng (Gắn Sẵn 6 Fan RGB),Case,Unknown,1050000,Thùng máy Montech X3 Mesh Trắng (Gắn Sẵn 6 Fan RGB),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1050000,,,,,,Thùng máy Montech X3 Mesh Trắng (Gắn Sẵn 6 Fan RGB),
"Thùng máy Montech X3 Mesh | Đen, Kèm sẵn 6 Fan RGB",Case,Unknown,990000,"Thùng máy Montech X3 Mesh | Đen, Kèm sẵn 6 Fan RGB",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,990000,,,,,,"Thùng máy Montech X3 Mesh | Đen, Kèm sẵn 6 Fan RGB",
"Thùng máy Montech XR ATX - Black | Hồ cá, kèm sẵn 3 fan",Case,Unknown,1279000,"Thùng máy Montech XR ATX - Black | Hồ cá, kèm sẵn 3 fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1279000,,,,,,"Thùng máy Montech XR ATX - Black | Hồ cá, kèm sẵn 3 fan",
Thùng máy MSI MAG Forge 120A AirFlow | Kèm sẵn 6 fan RGB,Case,MSI,999000,Thùng máy MSI MAG Forge 120A AirFlow | Kèm sẵn 6 fan RGB,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,999000,,,,,,Thùng máy MSI MAG Forge 120A AirFlow | Kèm sẵn 6 fan RGB,
Thùng máy MSI MAG Forge 320R AirFlow | Kèm sẵn 4 fan ARGB,Case,MSI,1299000,Thùng máy MSI MAG Forge 320R AirFlow | Kèm sẵn 4 fan ARGB,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1299000,,,,,,Thùng máy MSI MAG Forge 320R AirFlow | Kèm sẵn 4 fan ARGB,
"Thùng máy MSI MAG FORGE M100A | Đen, kèm sẵn 4 Fan RGB",Case,MSI,899000,"Thùng máy MSI MAG FORGE M100A | Đen, kèm sẵn 4 Fan RGB",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,899000,,,,,,"Thùng máy MSI MAG FORGE M100A | Đen, kèm sẵn 4 Fan RGB",
Thùng máy MSI Pano 130R MLG Edition (Kèm Sẵn 4F ARGB),Case,MSI,5020000,Thùng máy MSI Pano 130R MLG Edition (Kèm Sẵn 4F ARGB),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5020000,,,,,,Thùng máy MSI Pano 130R MLG Edition (Kèm Sẵn 4F ARGB),
"Thùng máy NZXT H210i - Đen đỏ | Mini ITX, nhập khẩu (CA-H210i-W1)",Case,NZXT,1299000,"Thùng máy NZXT H210i - Đen đỏ | Mini ITX, nhập khẩu (CA-H210i-W1)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1299000,,,,,,"Thùng máy NZXT H210i - Đen đỏ | Mini ITX, nhập khẩu (CA-H210i-W1)",
"Thùng máy NZXT H210i - Đen trắng | Mini ITX, nhập khẩu (CA-H210i-W1)",Case,NZXT,1299000,"Thùng máy NZXT H210i - Đen trắng | Mini ITX, nhập khẩu (CA-H210i-W1)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1299000,,,,,,"Thùng máy NZXT H210i - Đen trắng | Mini ITX, nhập khẩu (CA-H210i-W1)",
"Thùng máy NZXT H210i - Đen | Mini ITX, nhập khẩu (CA-H210i-W1)",Case,NZXT,1299000,"Thùng máy NZXT H210i - Đen | Mini ITX, nhập khẩu (CA-H210i-W1)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1299000,,,,,,"Thùng máy NZXT H210i - Đen | Mini ITX, nhập khẩu (CA-H210i-W1)",
Thùng máy NZXT H5 Elite Black (CC-H51EB-01),Case,NZXT,2890000,Thùng máy NZXT H5 Elite Black (CC-H51EB-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2890000,,,,,,Thùng máy NZXT H5 Elite Black (CC-H51EB-01),
Thùng máy NZXT H5 Flow Black (CC-H51FB-01),Case,NZXT,1749000,Thùng máy NZXT H5 Flow Black (CC-H51FB-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1749000,,,,,,Thùng máy NZXT H5 Flow Black (CC-H51FB-01),
Thùng máy NZXT H5 Flow RGB WHITE,Case,NZXT,2580000,Thùng máy NZXT H5 Flow RGB WHITE,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2580000,,,,,,Thùng máy NZXT H5 Flow RGB WHITE,
Thùng máy NZXT H5 Flow White (CC-H51FW-01),Case,NZXT,1850000,Thùng máy NZXT H5 Flow White (CC-H51FW-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1850000,,,,,,Thùng máy NZXT H5 Flow White (CC-H51FW-01),
Thùng máy NZXT H510 (CA-H510B-W1) (Trắng),Case,NZXT,1800000,Thùng máy NZXT H510 (CA-H510B-W1) (Trắng),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1800000,,,,,,Thùng máy NZXT H510 (CA-H510B-W1) (Trắng),
Thùng máy NZXT H510 Elite Matte Black (CA-H510E-B1) (Đen),Case,NZXT,2239000,Thùng máy NZXT H510 Elite Matte Black (CA-H510E-B1) (Đen),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2239000,,,,,,Thùng máy NZXT H510 Elite Matte Black (CA-H510E-B1) (Đen),
Thùng máy NZXT H7 Elite (Đen),Case,NZXT,4590000,Thùng máy NZXT H7 Elite (Đen),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4590000,,,,,,Thùng máy NZXT H7 Elite (Đen),
Thùng máy NZXT H7 Elite RGB White,Case,NZXT,3699000,Thùng máy NZXT H7 Elite RGB White,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3699000,,,,,,Thùng máy NZXT H7 Elite RGB White,
Thùng máy NZXT H7 Flow 2024 - White | kèm sẵn 3 fan F120Q (CM-H72FW-01),Case,NZXT,2999000,Thùng máy NZXT H7 Flow 2024 - White | kèm sẵn 3 fan F120Q (CM-H72FW-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2999000,,,,,,Thùng máy NZXT H7 Flow 2024 - White | kèm sẵn 3 fan F120Q (CM-H72FW-01),
Thùng máy NZXT H7 Flow RGB 2024 - Black | Kèm sẵn 1 fan F360 RGB Core (CM-H72FB-R1),Case,NZXT,3599000,Thùng máy NZXT H7 Flow RGB 2024 - Black | Kèm sẵn 1 fan F360 RGB Core (CM-H72FB-R1),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3599000,,,,,,Thùng máy NZXT H7 Flow RGB 2024 - Black | Kèm sẵn 1 fan F360 RGB Core (CM-H72FB-R1),
Thùng máy NZXT H7 Flow RGB 2024 - White | Kèm sẵn 1 fan F360 RGB Core (CM-H72FW-R1),Case,NZXT,3599000,Thùng máy NZXT H7 Flow RGB 2024 - White | Kèm sẵn 1 fan F360 RGB Core (CM-H72FW-R1),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3599000,,,,,,Thùng máy NZXT H7 Flow RGB 2024 - White | Kèm sẵn 1 fan F360 RGB Core (CM-H72FW-R1),
Thùng máy NZXT H7 Flow RGB Black,Case,NZXT,3460000,Thùng máy NZXT H7 Flow RGB Black,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3460000,,,,,,Thùng máy NZXT H7 Flow RGB Black,
Thùng máy NZXT H7 Flow White,Case,NZXT,2790000,Thùng máy NZXT H7 Flow White,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2790000,,,,,,Thùng máy NZXT H7 Flow White,
"Thùng máy NZXT H9 Elite (Black/ White) | Mid Tower, kèm sẵn 4 fan",Case,NZXT,5240000,"Thùng máy NZXT H9 Elite (Black/ White) | Mid Tower, kèm sẵn 4 fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,52400005390000,,,,,,"Thùng máy NZXT H9 Elite (Black/ White) | Mid Tower, kèm sẵn 4 fan",
Thùng máy Phanteks Eclipse P400 Air Tempered Glass Black (3 Fan RGB) – CSEPH-EC400ATG-DBK01,Case,Phanteks,1999000,Thùng máy Phanteks Eclipse P400 Air Tempered Glass Black (3 Fan RGB) – CSEPH-EC400ATG-DBK01,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1999000,,,,,,Thùng máy Phanteks Eclipse P400 Air Tempered Glass Black (3 Fan RGB) – CSEPH-EC400ATG-DBK01,
"Thùng máy RedMoon Naked PC - Đen | Open case, không fan",Case,Unknown,549000,"Thùng máy RedMoon Naked PC - Đen | Open case, không fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,549000,,,,,,"Thùng máy RedMoon Naked PC - Đen | Open case, không fan",
Thùng máy Sama A302,Case,Sama,299000,Thùng máy Sama A302,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,299000,,,,,,Thùng máy Sama A302,
"Thùng máy Segotep Endura 240S - Đen | Micro ATX, không fan",Case,Segotep,549000,"Thùng máy Segotep Endura 240S - Đen | Micro ATX, không fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,549000,,,,,,"Thùng máy Segotep Endura 240S - Đen | Micro ATX, không fan",
"Thùng máy Segotep Endura Pro+ Đen | Full-ATX, không fan",Case,Segotep,890000,"Thùng máy Segotep Endura Pro+ Đen | Full-ATX, không fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,890000,,,,,,"Thùng máy Segotep Endura Pro+ Đen | Full-ATX, không fan",
Thùng máy Shiny Snake G500 LCD Mini ITX - Black,Case,Unknown,2649000,Thùng máy Shiny Snake G500 LCD Mini ITX - Black,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2649000,,,,,,Thùng máy Shiny Snake G500 LCD Mini ITX - Black,
Thùng máy Thermaltake Core P3 TG Pro - Đen (CA-1G4-00M1WN-09),Case,Thermaltake,2990000,Thùng máy Thermaltake Core P3 TG Pro - Đen (CA-1G4-00M1WN-09),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2990000,,,,,,Thùng máy Thermaltake Core P3 TG Pro - Đen (CA-1G4-00M1WN-09),
"Thùng máy Thermaltake CTE E600 MX Snow Mid Tower Chassis | Trắng, không kèm fan (CA-1Y3-00M6WN-00)",Case,Thermaltake,4190000,"Thùng máy Thermaltake CTE E600 MX Snow Mid Tower Chassis | Trắng, không kèm fan (CA-1Y3-00M6WN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4190000,,,,,,"Thùng máy Thermaltake CTE E600 MX Snow Mid Tower Chassis | Trắng, không kèm fan (CA-1Y3-00M6WN-00)",
Thùng máy Thermaltake CTE E660 MX - Đen (CA-1Y3-00M1WN-01),Case,Thermaltake,3999000,Thùng máy Thermaltake CTE E660 MX - Đen (CA-1Y3-00M1WN-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3999000,,,,,,Thùng máy Thermaltake CTE E660 MX - Đen (CA-1Y3-00M1WN-01),
Thùng máy Thermaltake Divider 300 TG Snow ARGB Mid Tower Chassis (Trắng) (CA-1S2-00M6WN-01),Case,Thermaltake,1890000,Thùng máy Thermaltake Divider 300 TG Snow ARGB Mid Tower Chassis (Trắng) (CA-1S2-00M6WN-01),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1890000,,,,,,Thùng máy Thermaltake Divider 300 TG Snow ARGB Mid Tower Chassis (Trắng) (CA-1S2-00M6WN-01),
Thùng máy Thermaltake Divider 500 TG Mid Tower Chassis,Case,Thermaltake,3050000,Thùng máy Thermaltake Divider 500 TG Mid Tower Chassis,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,30500003550000,,,,,,Thùng máy Thermaltake Divider 500 TG Mid Tower Chassis,
"Thùng máy Thermaltake H570 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 3 fan ARGB (CA-1T9-00M6WN-01)",Case,Thermaltake,1899000,"Thùng máy Thermaltake H570 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 3 fan ARGB (CA-1T9-00M6WN-01)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1899000,,,,,,"Thùng máy Thermaltake H570 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 3 fan ARGB (CA-1T9-00M6WN-01)",
"Thùng máy Thermaltake S200 TG ARGB Mid Tower Chassis | Đen, sẵn 4 fan ARGB (CA-1X2-00M1WN-00)",Case,Thermaltake,1250000,"Thùng máy Thermaltake S200 TG ARGB Mid Tower Chassis | Đen, sẵn 4 fan ARGB (CA-1X2-00M1WN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1250000,,,,,,"Thùng máy Thermaltake S200 TG ARGB Mid Tower Chassis | Đen, sẵn 4 fan ARGB (CA-1X2-00M1WN-00)",
"Thùng máy Thermaltake S200 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 4 fan ARGB (CA-1X2-00M6WN-00)",Case,Thermaltake,1149000,"Thùng máy Thermaltake S200 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 4 fan ARGB (CA-1X2-00M6WN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1149000,,,,,,"Thùng máy Thermaltake S200 TG ARGB Snow Mid Tower Chassis | Trắng, sẵn 4 fan ARGB (CA-1X2-00M6WN-00)",
Thùng máy Thermaltake S300 TG Snow Edition Mid-Tower Chassis (Trắng) (CA-1P5-00M6WN-00),Case,Thermaltake,1699000,Thùng máy Thermaltake S300 TG Snow Edition Mid-Tower Chassis (Trắng) (CA-1P5-00M6WN-00),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1699000,,,,,,Thùng máy Thermaltake S300 TG Snow Edition Mid-Tower Chassis (Trắng) (CA-1P5-00M6WN-00),
"Thùng máy Thermaltake The Tower 300 Hydrangea Blue Micro Tower Chassis | Xanh, sẵn 2 fan ARGB 14cm (CA-1Y4-00SFWN-00)",Case,Thermaltake,3190000,"Thùng máy Thermaltake The Tower 300 Hydrangea Blue Micro Tower Chassis | Xanh, sẵn 2 fan ARGB 14cm (CA-1Y4-00SFWN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3190000,,,,,,"Thùng máy Thermaltake The Tower 300 Hydrangea Blue Micro Tower Chassis | Xanh, sẵn 2 fan ARGB 14cm (CA-1Y4-00SFWN-00)",
"Thùng máy Thermaltake The Tower 300 Micro Tower Chassis | Đen, sẵn 2 fan ARGB 14cm (CA-1Y4-00S1WN-00)",Case,Thermaltake,2990000,"Thùng máy Thermaltake The Tower 300 Micro Tower Chassis | Đen, sẵn 2 fan ARGB 14cm (CA-1Y4-00S1WN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2990000,,,,,,"Thùng máy Thermaltake The Tower 300 Micro Tower Chassis | Đen, sẵn 2 fan ARGB 14cm (CA-1Y4-00S1WN-00)",
"Thùng máy Thermaltake The Tower 300 Snow Micro Tower Chassis | Trắng, sẵn 2 fan ARGB 14cm (CA-1Y4-00S6WN-00)",Case,Thermaltake,3090000,"Thùng máy Thermaltake The Tower 300 Snow Micro Tower Chassis | Trắng, sẵn 2 fan ARGB 14cm (CA-1Y4-00S6WN-00)",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3090000,,,,,,"Thùng máy Thermaltake The Tower 300 Snow Micro Tower Chassis | Trắng, sẵn 2 fan ARGB 14cm (CA-1Y4-00S6WN-00)",
Thùng máy Thermaltake Tower 300 Gravel Sand M-ATX | Sẵn 2 fan 14cm,Case,Thermaltake,3699000,Thùng máy Thermaltake Tower 300 Gravel Sand M-ATX | Sẵn 2 fan 14cm,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3699000,,,,,,Thùng máy Thermaltake Tower 300 Gravel Sand M-ATX | Sẵn 2 fan 14cm,
Thùng máy Thermaltake Tower 300 Peach Fuzz M-ATX | Sẵn 2 fan 14cm,Case,Thermaltake,3699000,Thùng máy Thermaltake Tower 300 Peach Fuzz M-ATX | Sẵn 2 fan 14cm,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3699000,,,,,,Thùng máy Thermaltake Tower 300 Peach Fuzz M-ATX | Sẵn 2 fan 14cm,
Thùng máy Thermaltake View 170 TG ARGB Micro Chassis - Black | Sẵn 3 fan ARGB (CA-1Z4-00M1WN-00),Case,Thermaltake,1189000,Thùng máy Thermaltake View 170 TG ARGB Micro Chassis - Black | Sẵn 3 fan ARGB (CA-1Z4-00M1WN-00),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1189000,,,,,,Thùng máy Thermaltake View 170 TG ARGB Micro Chassis - Black | Sẵn 3 fan ARGB (CA-1Z4-00M1WN-00),
Thùng máy Thermaltake View 270 TG ARGB - Black (CA-1Y7-00M1WN-00),Case,Thermaltake,1499000,Thùng máy Thermaltake View 270 TG ARGB - Black (CA-1Y7-00M1WN-00),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1499000,,,,,,Thùng máy Thermaltake View 270 TG ARGB - Black (CA-1Y7-00M1WN-00),
Thùng máy Thermaltake View V250 TG ARGB Mid Tower Chassis (Đen) (CA-1Q5-00M1WN-00),Case,Thermaltake,1250000,Thùng máy Thermaltake View V250 TG ARGB Mid Tower Chassis (Đen) (CA-1Q5-00M1WN-00),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1250000,,,,,,Thùng máy Thermaltake View V250 TG ARGB Mid Tower Chassis (Đen) (CA-1Q5-00M1WN-00),
"Thùng máy văn phòng VSP V600 | Kèm sẵn 1 fan 90mm, thép 0.8mm",Case,VSP,359000,"Thùng máy văn phòng VSP V600 | Kèm sẵn 1 fan 90mm, thép 0.8mm",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,359000,,,,,,"Thùng máy văn phòng VSP V600 | Kèm sẵn 1 fan 90mm, thép 0.8mm",
Thùng máy Vision V3607 (No Fan),Case,Unknown,440000,Thùng máy Vision V3607 (No Fan),https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,440000,,,,,,Thùng máy Vision V3607 (No Fan),
"Thùng máy Vitra Cruise AX3 - Đen | Micro ATX, kèm sẵn 4 fan RGB",Case,Vitra,539000,"Thùng máy Vitra Cruise AX3 - Đen | Micro ATX, kèm sẵn 4 fan RGB",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,539000,,,,,,"Thùng máy Vitra Cruise AX3 - Đen | Micro ATX, kèm sẵn 4 fan RGB",
Thùng máy VSP Aqual X3 - Trắng | Không kèm fan,Case,VSP,409000,Thùng máy VSP Aqual X3 - Trắng | Không kèm fan,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,409000,,,,,,Thùng máy VSP Aqual X3 - Trắng | Không kèm fan,
Thùng máy VSP C19 Wooden (F-Atx) (Chưa Kèm Fan) - Trắng,Case,VSP,689000,Thùng máy VSP C19 Wooden (F-Atx) (Chưa Kèm Fan) - Trắng,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,689000,,,,,,Thùng máy VSP C19 Wooden (F-Atx) (Chưa Kèm Fan) - Trắng,
Thùng máy VSP E-ROG ES1 (Đen) Gaming,Case,ASUS,769000,Thùng máy VSP E-ROG ES1 (Đen) Gaming,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,769000,,,,,,Thùng máy VSP E-ROG ES1 (Đen) Gaming,
"Thùng máy VSP Esport Gaming KB09 Black | Đen, Không Fan",Case,VSP,329000,"Thùng máy VSP Esport Gaming KB09 Black | Đen, Không Fan",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,329000,,,,,,"Thùng máy VSP Esport Gaming KB09 Black | Đen, Không Fan",
