ten,category,hang,gia,thong_so,link_hinh_anh,ten_ram,loai_ram,dung_luong,gia_vnd,ten_cpu,ten_mainboard,ten_vga,ten_ssd,ten_hdd,ten_case,ten_psu
"Mainboard ASRock H610M-H2/M.2 DDR5 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASRock,1699000,"Mainboard ASRock H610M-H2/M.2 DDR5 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1699000,,"Mainboard ASRock H610M-H2/M.2 DDR5 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASRock H610M-HVS/M.2 DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASRock,1480000,"Mainboard ASRock H610M-HVS/M.2 DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1480000,,"Mainboard ASRock H610M-HVS/M.2 DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASRock H610M/AC Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASRock,1890000,"Mainboard ASRock H610M/AC Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1890000,,"Mainboard ASRock H610M/AC Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASRock X570S PG Riptide DDR4 | AM4, ATX, 4 khe RAM",Mainboard,ASRock,3040000,"Mainboard ASRock X570S PG Riptide DDR4 | AM4, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3040000,,"Mainboard ASRock X570S PG Riptide DDR4 | AM4, ATX, 4 khe RAM",,,,,
"Mainboard ASRock X870 Pro RS Wifi DDR5 | AM5, ATX, 4 khe RAM",Mainboard,ASRock,5800000,"Mainboard ASRock X870 Pro RS Wifi DDR5 | AM5, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5800000,,"Mainboard ASRock X870 Pro RS Wifi DDR5 | AM5, ATX, 4 khe RAM",,,,,
"Mainboard ASRock X870 Steel Legend Wifi DDR5 | AM5, ATX, 4 khe RAM",Mainboard,ASRock,7390000,"Mainboard ASRock X870 Steel Legend Wifi DDR5 | AM5, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,7390000,,"Mainboard ASRock X870 Steel Legend Wifi DDR5 | AM5, ATX, 4 khe RAM",,,,,
"Mainboard ASRock X870E Nova Wifi DDR5 | AM5, ATX, 4 khe RAM",Mainboard,ASRock,10740000,"Mainboard ASRock X870E Nova Wifi DDR5 | AM5, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,10740000,,"Mainboard ASRock X870E Nova Wifi DDR5 | AM5, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z690 PG Riptide DDR4 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,3999000,"Mainboard ASRock Z690 PG Riptide DDR4 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3999000,,"Mainboard ASRock Z690 PG Riptide DDR4 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z690 Steel Legend DDR4 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,4899000,"Mainboard ASRock Z690 Steel Legend DDR4 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4899000,,"Mainboard ASRock Z690 Steel Legend DDR4 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z690 Taichi Razer Edition DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,7699000,"Mainboard ASRock Z690 Taichi Razer Edition DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,7699000,,"Mainboard ASRock Z690 Taichi Razer Edition DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z790 Lightning Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,5999000,"Mainboard ASRock Z790 Lightning Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5999000,,"Mainboard ASRock Z790 Lightning Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z790 PG Lightning DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,4890000,"Mainboard ASRock Z790 PG Lightning DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4890000,,"Mainboard ASRock Z790 PG Lightning DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z790 Steel Legend Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASRock,5890000,"Mainboard ASRock Z790 Steel Legend Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5890000,,"Mainboard ASRock Z790 Steel Legend Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASRock Z790M PG Lightning DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASRock,5099000,"Mainboard ASRock Z790M PG Lightning DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5099000,,"Mainboard ASRock Z790M PG Lightning DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
Mainboard Asus A520M-K Prime,Mainboard,ASUS,1390000,Mainboard Asus A520M-K Prime,https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1390000,,Mainboard Asus A520M-K Prime,,,,,
"Mainboard ASUS A68HM-K DDR3 | FM2+, ATX, 2 khe RAM",Mainboard,ASUS,1190000,"Mainboard ASUS A68HM-K DDR3 | FM2+, ATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1190000,,"Mainboard ASUS A68HM-K DDR3 | FM2+, ATX, 2 khe RAM",,,,,
"Mainboard ASUS B760M AYW Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,3099000,"Mainboard ASUS B760M AYW Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3099000,,"Mainboard ASUS B760M AYW Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS B860M-A Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",Mainboard,ASUS,3750000,"Mainboard ASUS B860M-A Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3750000,,"Mainboard ASUS B860M-A Wifi DDR5 | LGA 1851, mATX, 4 khe RAM",,,,,
"Mainboard ASUS B860M-K CSM DDR5 | LGA 1851, mATX, 2 khe RAM",Mainboard,ASUS,2699000,"Mainboard ASUS B860M-K CSM DDR5 | LGA 1851, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2699000,,"Mainboard ASUS B860M-K CSM DDR5 | LGA 1851, mATX, 2 khe RAM",,,,,
"Mainboard ASUS EX-B760M-V5 DDR5 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASUS,2350000,"Mainboard ASUS EX-B760M-V5 DDR5 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2350000,,"Mainboard ASUS EX-B760M-V5 DDR5 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASUS H110M-K DDR4 | LGA 1151, mATX, 2 khe RAM",Mainboard,ASUS,1390000,"Mainboard ASUS H110M-K DDR4 | LGA 1151, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1390000,,"Mainboard ASUS H110M-K DDR4 | LGA 1151, mATX, 2 khe RAM",,,,,
"Mainboard ASUS H610M-K DDR5 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASUS,1880000,"Mainboard ASUS H610M-K DDR5 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1880000,,"Mainboard ASUS H610M-K DDR5 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASUS Prime A620M-E DDR5 | AM5, mATX, 2 khe RAM",Mainboard,ASUS,2090000,"Mainboard ASUS Prime A620M-E DDR5 | AM5, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2090000,,"Mainboard ASUS Prime A620M-E DDR5 | AM5, mATX, 2 khe RAM",,,,,
"Mainboard ASUS Prime B450M-A II DDR4 | AM4, mATX, 4 khe RAM",Mainboard,ASUS,1590000,"Mainboard ASUS Prime B450M-A II DDR4 | AM4, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1590000,,"Mainboard ASUS Prime B450M-A II DDR4 | AM4, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B550M-A DDR4 | AM4, mATX, 4 khe RAM",Mainboard,ASUS,2289000,"Mainboard ASUS Prime B550M-A DDR4 | AM4, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2289000,,"Mainboard ASUS Prime B550M-A DDR4 | AM4, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B650M-A II DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,3190000,"Mainboard ASUS Prime B650M-A II DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3190000,,"Mainboard ASUS Prime B650M-A II DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B650M-A/CSM Wifi DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,4290000,"Mainboard ASUS Prime B650M-A/CSM Wifi DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4290000,,"Mainboard ASUS Prime B650M-A/CSM Wifi DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-A D4-CSM DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,2690000,"Mainboard ASUS Prime B760M-A D4-CSM DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2690000,,"Mainboard ASUS Prime B760M-A D4-CSM DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-A DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,2490000,"Mainboard ASUS Prime B760M-A DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2490000,,"Mainboard ASUS Prime B760M-A DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-A DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,3480000,"Mainboard ASUS Prime B760M-A DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3480000,,"Mainboard ASUS Prime B760M-A DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-F D4 DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,2090000,"Mainboard ASUS Prime B760M-F D4 DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2090000,,"Mainboard ASUS Prime B760M-F D4 DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-F DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,2199000,"Mainboard ASUS Prime B760M-F DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2199000,,"Mainboard ASUS Prime B760M-F DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B760M-K DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASUS,2490000,"Mainboard ASUS Prime B760M-K DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2490000,,"Mainboard ASUS Prime B760M-K DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASUS Prime B840M-A DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,4990000,"Mainboard ASUS Prime B840M-A DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4990000,,"Mainboard ASUS Prime B840M-A DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime B840M-A Wifi DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,5490000,"Mainboard ASUS Prime B840M-A Wifi DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5490000,,"Mainboard ASUS Prime B840M-A Wifi DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS Prime H510M-K R2.0 DDR4 | LGA 1200, mATX, 2 khe RAM",Mainboard,ASUS,1590000,"Mainboard ASUS Prime H510M-K R2.0 DDR4 | LGA 1200, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1590000,,"Mainboard ASUS Prime H510M-K R2.0 DDR4 | LGA 1200, mATX, 2 khe RAM",,,,,
"Mainboard ASUS Prime H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,ASUS,1590000,"Mainboard ASUS Prime H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1590000,,"Mainboard ASUS Prime H610M-K DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard ASUS Prime Z790-P-CSM DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASUS,4290000,"Mainboard ASUS Prime Z790-P-CSM DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,4290000,,"Mainboard ASUS Prime Z790-P-CSM DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASUS Pro WS W680M-ACE SE DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,9290000,"Mainboard ASUS Pro WS W680M-ACE SE DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,9290000,,"Mainboard ASUS Pro WS W680M-ACE SE DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Crosshair X870E Glacial DDR5 | AM5, E-ATX, 4 khe RAM",Mainboard,ASUS,28990000,"Mainboard ASUS ROG Crosshair X870E Glacial DDR5 | AM5, E-ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,28990000,,"Mainboard ASUS ROG Crosshair X870E Glacial DDR5 | AM5, E-ATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Crosshair X870E Hero DDR5 | AM5, E-ATX, 4 khe RAM",Mainboard,ASUS,18490000,"Mainboard ASUS ROG Crosshair X870E Hero DDR5 | AM5, E-ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,18490000,,"Mainboard ASUS ROG Crosshair X870E Hero DDR5 | AM5, E-ATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Maximus Z890 Apex Wifi DDR5 | LGA 1851, ATX, 2 khe RAM",Mainboard,ASUS,15590000,"Mainboard ASUS ROG Maximus Z890 Apex Wifi DDR5 | LGA 1851, ATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,15590000,,"Mainboard ASUS ROG Maximus Z890 Apex Wifi DDR5 | LGA 1851, ATX, 2 khe RAM",,,,,
"Mainboard ASUS ROG Strix B860-A Wifi DDR5 | LGA 1851, ATX, 4 khe RAM",Mainboard,ASUS,6999000,"Mainboard ASUS ROG Strix B860-A Wifi DDR5 | LGA 1851, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,6999000,,"Mainboard ASUS ROG Strix B860-A Wifi DDR5 | LGA 1851, ATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Strix X670E-A Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",Mainboard,ASUS,10390000,"Mainboard ASUS ROG Strix X670E-A Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,10390000,,"Mainboard ASUS ROG Strix X670E-A Gaming Wifi DDR5 | AM5, ATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Strix Z790-A Gaming II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASUS,7999000,"Mainboard ASUS ROG Strix Z790-A Gaming II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,7999000,,"Mainboard ASUS ROG Strix Z790-A Gaming II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASUS ROG Strix Z890-I Gaming Wifi DDR5 | LGA 1851, Mini-ITX, 2 khe RAM",Mainboard,ASUS,12090000,"Mainboard ASUS ROG Strix Z890-I Gaming Wifi DDR5 | LGA 1851, Mini-ITX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,12090000,,"Mainboard ASUS ROG Strix Z890-I Gaming Wifi DDR5 | LGA 1851, Mini-ITX, 2 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B650M Plus DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,3690000,"Mainboard ASUS TUF Gaming B650M Plus DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3690000,,"Mainboard ASUS TUF Gaming B650M Plus DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B650M-E DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,3349000,"Mainboard ASUS TUF Gaming B650M-E DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3349000,,"Mainboard ASUS TUF Gaming B650M-E DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B650M-E Wifi DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,3790000,"Mainboard ASUS TUF Gaming B650M-E Wifi DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3790000,,"Mainboard ASUS TUF Gaming B650M-E Wifi DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard Asus TUF Gaming B760M-BTF WIFI D4 90MB1E50-M0EAY0 | Intel B760, Socket 1700, micro ATX, 4 khe DDR4",Mainboard,ASUS,5888000,"Mainboard Asus TUF Gaming B760M-BTF WIFI D4 90MB1E50-M0EAY0 | Intel B760, Socket 1700, micro ATX, 4 khe DDR4",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5888000,,"Mainboard Asus TUF Gaming B760M-BTF WIFI D4 90MB1E50-M0EAY0 | Intel B760, Socket 1700, micro ATX, 4 khe DDR4",,,,,
"Mainboard ASUS TUF Gaming B760M-E D4 DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,2999000,"Mainboard ASUS TUF Gaming B760M-E D4 DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2999000,,"Mainboard ASUS TUF Gaming B760M-E D4 DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B760M-PLUS II DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,3590000,"Mainboard ASUS TUF Gaming B760M-PLUS II DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3590000,,"Mainboard ASUS TUF Gaming B760M-PLUS II DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B760M-PLUS II Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,3999000,"Mainboard ASUS TUF Gaming B760M-PLUS II Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3999000,,"Mainboard ASUS TUF Gaming B760M-PLUS II Wifi DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B760M-PLUS Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",Mainboard,ASUS,3450000,"Mainboard ASUS TUF Gaming B760M-PLUS Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3450000,,"Mainboard ASUS TUF Gaming B760M-PLUS Wifi DDR4 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming B850M-PLUS DDR5 | AM5, mATX, 4 khe RAM",Mainboard,ASUS,5690000,"Mainboard ASUS TUF Gaming B850M-PLUS DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5690000,,"Mainboard ASUS TUF Gaming B850M-PLUS DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF GAMING B850M-PLUS II DDR5 | AM5, Micro-ATX, 4 khe RAM",Mainboard,ASUS,5690000,"Mainboard ASUS TUF GAMING B850M-PLUS II DDR5 | AM5, Micro-ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5690000,,"Mainboard ASUS TUF GAMING B850M-PLUS II DDR5 | AM5, Micro-ATX, 4 khe RAM",,,,,
"Mainboard ASUS TUF Gaming Z790-PLUS Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASUS,6911000,"Mainboard ASUS TUF Gaming Z790-PLUS Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,6911000,,"Mainboard ASUS TUF Gaming Z790-PLUS Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard ASUS Z790 AYW W II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",Mainboard,ASUS,5090000,"Mainboard ASUS Z790 AYW W II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,5090000,,"Mainboard ASUS Z790 AYW W II Wifi DDR5 | LGA 1700, ATX, 4 khe RAM",,,,,
"Mainboard Biostar A68U3P HiFi | FM2 + / FM2, mATX, 2 khe RAM",Mainboard,BIOSTAR,1050000,"Mainboard Biostar A68U3P HiFi | FM2 + / FM2, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1050000,,"Mainboard Biostar A68U3P HiFi | FM2 + / FM2, mATX, 2 khe RAM",,,,,
"Mainboard Biostar B760MX2-E DDR5 | LGA 1700, mATX, 2 khe RAM",Mainboard,BIOSTAR,2199000,"Mainboard Biostar B760MX2-E DDR5 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2199000,,"Mainboard Biostar B760MX2-E DDR5 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard Biostar Z690MX2-E Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,BIOSTAR,2400000,"Mainboard Biostar Z690MX2-E Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2400000,,"Mainboard Biostar Z690MX2-E Wifi DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard Colorfire B760M-MEOW DDR5 | LGA 1700, mATX, 4 khe RAM",Mainboard,Unknown,3530000,"Mainboard Colorfire B760M-MEOW DDR5 | LGA 1700, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,3530000,,"Mainboard Colorfire B760M-MEOW DDR5 | LGA 1700, mATX, 4 khe RAM",,,,,
"Mainboard Colorful Battle-AX B650M Plus V15 Wifi DDR5 | AM5, mATX, 4 khe RAM",Mainboard,Unknown,2850000,"Mainboard Colorful Battle-AX B650M Plus V15 Wifi DDR5 | AM5, mATX, 4 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2850000,,"Mainboard Colorful Battle-AX B650M Plus V15 Wifi DDR5 | AM5, mATX, 4 khe RAM",,,,,
"Mainboard Colorful Battle-AX B760M-D PRO V20 DDR4 | LGA 1700, mATX, 2 khe RAM",Mainboard,Unknown,1950000,"Mainboard Colorful Battle-AX B760M-D PRO V20 DDR4 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,1950000,,"Mainboard Colorful Battle-AX B760M-D PRO V20 DDR4 | LGA 1700, mATX, 2 khe RAM",,,,,
"Mainboard Colorful Battle-AX B760M-K V20 DDR5 | LGA 1700, mATX, 2 khe RAM",Mainboard,Unknown,2390000,"Mainboard Colorful Battle-AX B760M-K V20 DDR5 | LGA 1700, mATX, 2 khe RAM",https://theme.hstatic.net/200000420363/1001333448/14/appbuyxgety-icon.png?v=6362,,,,2390000,,"Mainboard Colorful Battle-AX B760M-K V20 DDR5 | LGA 1700, mATX, 2 khe RAM",,,,,
